player,team,rating,season
James Rodríguez,FC Bayern München,7.8,17-18
Marco Reus,Borussia Dortmund,7.43,17-18
Alexander Meier,Eintracht Frankfurt,7.4,17-18
Alexander Hack,1. FSV Mainz 05,7.4,17-18
Robert Lewandowski,FC Bayern München,7.38,17-18
Naldo,FC Schalke 04,7.38,17-18
Joshua Kimmich,FC Bayern München,7.38,17-18
Arturo Vidal,FC Bayern München,7.37,17-18
Thiago Alcântara,FC Bayern München,7.35,17-18
Thomas Müller,FC Bayern München,7.31,17-18
Jérôme Boateng,FC Bayern München,7.31,17-18
Daniel Caligiuri,FC Schalke 04,7.31,17-18
Philipp Max,FC Augsburg,7.29,17-18
Leon Bailey,Bayer 04 Leverkusen,7.29,17-18
Thomas Kraft,Hertha BSC,7.27,17-18
Serge Gnabry,TSG Hoffenheim,7.26,17-18
Mats Hummels,FC Bayern München,7.26,17-18
Tom Starke,FC Bayern München,7.25,17-18
Arjen Robben,FC Bayern München,7.25,17-18
Corentin Tolisso,FC Bayern München,7.23,17-18
Lars Bender,Bayer 04 Leverkusen,7.22,17-18
Max Kruse,SV Werder Bremen,7.21,17-18
Benjamin Hübner,TSG Hoffenheim,7.2,17-18
Maximilian Philipp,Borussia Dortmund,7.2,17-18
Salif Sané,Hannover 96,7.19,17-18
Andrej Kramarić,TSG Hoffenheim,7.18,17-18
Lars Stindl,Borussia M'gladbach,7.16,17-18
Jannik Vestergaard,Borussia M'gladbach,7.16,17-18
Niclas Füllkrug,Hannover 96,7.16,17-18
Thilo Kehrer,FC Schalke 04,7.15,17-18
Benjamin Pavard,VfB Stuttgart,7.15,17-18
Naby Keïta,RB Leipzig,7.14,17-18
Pierre-Emerick Aubameyang,Borussia Dortmund,7.14,17-18
Raffael,Borussia M'gladbach,7.14,17-18
Dominic Maroh,1. FC Köln,7.14,17-18
Bastian Oczipka,FC Schalke 04,7.14,17-18
Timo Baumgartl,VfB Stuttgart,7.13,17-18
Łukasz Piszczek,Borussia Dortmund,7.13,17-18
Franck Ribéry,FC Bayern München,7.12,17-18
Marcel Sabitzer,RB Leipzig,7.12,17-18
Ignacio Camacho,VfL Wolfsburg,7.12,17-18
Sven Bender,Bayer 04 Leverkusen,7.12,17-18
Marc Bartra,Borussia Dortmund,7.12,17-18
David Alaba,FC Bayern München,7.11,17-18
Pirmin Schwegler,Hannover 96,7.11,17-18
Thorgan Hazard,Borussia M'gladbach,7.11,17-18
Matthias Ginter,Borussia M'gladbach,7.11,17-18
Jetro Willems,Eintracht Frankfurt,7.1,17-18
Rafinha,FC Bayern München,7.1,17-18
Niklas Dorsch,FC Bayern München,7.1,17-18
Linton Maina,Hannover 96,7.1,17-18
Ömer Toprak,Borussia Dortmund,7.1,17-18
Nils Petersen,SC Freiburg,7.1,17-18
Javi Martínez,FC Bayern München,7.1,17-18
Lucas Alario,Bayer 04 Leverkusen,7.09,17-18
Kingsley Coman,FC Bayern München,7.09,17-18
Niklas Süle,FC Bayern München,7.09,17-18
Niklas Stark,Hertha BSC,7.09,17-18
Alfreð Finnbogason,FC Augsburg,7.09,17-18
Mark Uth,TSG Hoffenheim,7.08,17-18
Zlatko Junuzović,SV Werder Bremen,7.08,17-18
Sandro Wagner,FC Bayern München,7.08,17-18
Marcel Halstenberg,RB Leipzig,7.08,17-18
John Brooks,VfL Wolfsburg,7.08,17-18
Nuri Şahin,Borussia Dortmund,7.08,17-18
Aaron Hunt,Hamburger SV,7.06,17-18
Ademola Lookman,RB Leipzig,7.05,17-18
Thomas Delaney,SV Werder Bremen,7.05,17-18
David Abraham,Eintracht Frankfurt,7.05,17-18
Kevin Kampl,RB Leipzig,7.05,17-18
Robin Hack,TSG Hoffenheim,7.05,17-18
Lars Lukas Mai,FC Bayern München,7.05,17-18
Julian Brandt,Bayer 04 Leverkusen,7.05,17-18
Michael Gregoritsch,FC Augsburg,7.04,17-18
Lamine Sané,SV Werder Bremen,7.04,17-18
Timo Hübers,Hannover 96,7.04,17-18
Dayot Upamecano,RB Leipzig,7.04,17-18
Matija Nastasić,FC Schalke 04,7.03,17-18
Omar Mascarell,Eintracht Frankfurt,7.03,17-18
Shinji Kagawa,Borussia Dortmund,7.03,17-18
Charles Aránguiz,Bayer 04 Leverkusen,7.03,17-18
Jonas Hector,1. FC Köln,7.03,17-18
Marvin Plattenhardt,Hertha BSC,7.02,17-18
Martin Hinteregger,FC Augsburg,7.02,17-18
Jonathan Tah,Bayer 04 Leverkusen,7.02,17-18
Diego Demme,RB Leipzig,7.02,17-18
Florian Grillitsch,TSG Hoffenheim,7.02,17-18
Leon Goretzka,FC Schalke 04,7.02,17-18
Kai Havertz,Bayer 04 Leverkusen,7.01,17-18
Kevin Vogt,TSG Hoffenheim,7.01,17-18
Sokratis,Borussia Dortmund,7.01,17-18
Miloš Jojić,1. FC Köln,7.01,17-18
Daniel Didavi,VfL Wolfsburg,7.01,17-18
Jiří Pavlenka,SV Werder Bremen,7.01,17-18
Nicolas Höfler,SC Freiburg,7.0,17-18
Tobias Strobl,Borussia M'gladbach,7.0,17-18
Waldemar Anton,Hannover 96,7.0,17-18
Yevhen Konoplyanka,FC Schalke 04,7.0,17-18
Lewis Holtby,Hamburger SV,6.99,17-18
Felix Klaus,Hannover 96,6.99,17-18
Julian Baumgartlinger,Bayer 04 Leverkusen,6.99,17-18
Douglas Santos,Hamburger SV,6.99,17-18
Pascal Stenzel,SC Freiburg,6.99,17-18
Timo Werner,RB Leipzig,6.98,17-18
Sebastian Rudy,FC Bayern München,6.98,17-18
Felipe Trevizan,Hannover 96,6.98,17-18
Wendell,Bayer 04 Leverkusen,6.98,17-18
Raphael Framberger,FC Augsburg,6.98,17-18
Christian Günter,SC Freiburg,6.98,17-18
Marius Wolf,Eintracht Frankfurt,6.98,17-18
Benjamin Stambouli,FC Schalke 04,6.98,17-18
Ron-Robert Zieler,VfB Stuttgart,6.97,17-18
Kyriakos Papadopoulos,Hamburger SV,6.97,17-18
Ante Rebić,Eintracht Frankfurt,6.97,17-18
Niklas Moisander,SV Werder Bremen,6.97,17-18
Michy Batshuayi,Borussia Dortmund,6.97,17-18
Danny Latza,1. FSV Mainz 05,6.97,17-18
Erik Thommy,VfB Stuttgart,6.97,17-18
Max Meyer,FC Schalke 04,6.97,17-18
Kevin Volland,Bayer 04 Leverkusen,6.97,17-18
Josuha Guilavogui,VfL Wolfsburg,6.97,17-18
Jean-Philippe Gbamin,1. FSV Mainz 05,6.96,17-18
Marcel Risse,1. FC Köln,6.96,17-18
Miiko Albornoz,Hannover 96,6.96,17-18
Fabian Lustenberger,Hertha BSC,6.96,17-18
Florian Kainz,SV Werder Bremen,6.96,17-18
Robin Knoche,VfL Wolfsburg,6.95,17-18
Davie Selke,Hertha BSC,6.95,17-18
Sébastien Haller,Eintracht Frankfurt,6.95,17-18
Pablo De Blasis,1. FSV Mainz 05,6.95,17-18
Emil Forsberg,RB Leipzig,6.95,17-18
Kerem Demirbay,TSG Hoffenheim,6.95,17-18
Daniel Baier,FC Augsburg,6.94,17-18
William,VfL Wolfsburg,6.94,17-18
Jadon Sancho,Borussia Dortmund,6.94,17-18
Daniel Brosinski,1. FSV Mainz 05,6.94,17-18
Admir Mehmedi,VfL Wolfsburg,6.94,17-18
Koen Casteels,VfL Wolfsburg,6.94,17-18
Dennis Diekmeier,Hamburger SV,6.94,17-18
Mario Götze,Borussia Dortmund,6.94,17-18
Vincenzo Grifo,Borussia M'gladbach,6.94,17-18
Daniel Opare,FC Augsburg,6.94,17-18
Andriy Yarmolenko,Borussia Dortmund,6.93,17-18
Ridle Baku,1. FSV Mainz 05,6.93,17-18
Holger Badstuber,VfB Stuttgart,6.93,17-18
Manuel Neuer,FC Bayern München,6.93,17-18
Paul Jaeckel,VfL Wolfsburg,6.93,17-18
Jeffrey Gouweleeuw,FC Augsburg,6.93,17-18
Amine Harit,FC Schalke 04,6.93,17-18
Philipp Bargfrede,SV Werder Bremen,6.93,17-18
Makoto Hasebe,Eintracht Frankfurt,6.93,17-18
Santiago Ascacíbar,VfB Stuttgart,6.93,17-18
Anastasios Donis,VfB Stuttgart,6.92,17-18
Christian Gentner,VfB Stuttgart,6.92,17-18
Mario Gómez,VfB Stuttgart,6.92,17-18
Caiuby,FC Augsburg,6.92,17-18
Dennis Aogo,VfB Stuttgart,6.92,17-18
Jonathas,Hannover 96,6.92,17-18
Carlos Salcedo,Eintracht Frankfurt,6.92,17-18
Lukas Klostermann,RB Leipzig,6.92,17-18
Panagiotis Retsos,Bayer 04 Leverkusen,6.91,17-18
Berkay Özcan,VfB Stuttgart,6.91,17-18
Peter Pekarík,Hertha BSC,6.91,17-18
Willi Orbán,RB Leipzig,6.91,17-18
Maximilian Mittelstädt,Hertha BSC,6.91,17-18
Marwin Hitz,FC Augsburg,6.91,17-18
Karim Bellarabi,Bayer 04 Leverkusen,6.91,17-18
Matthias Ostrzolek,Hannover 96,6.91,17-18
Ihlas Bebou,Hannover 96,6.91,17-18
Timothy Chandler,Eintracht Frankfurt,6.9,17-18
Abdou Diallo,1. FSV Mainz 05,6.9,17-18
Ludwig Augustinsson,SV Werder Bremen,6.9,17-18
Kevin Danso,FC Augsburg,6.9,17-18
Nicolai Müller,Hamburger SV,6.9,17-18
Abdul Rahman Baba,FC Schalke 04,6.9,17-18
Simon Asta,FC Augsburg,6.9,17-18
Benno Schmitz,RB Leipzig,6.9,17-18
Neven Subotić,Borussia Dortmund,6.9,17-18
Reece Oxford,Borussia M'gladbach,6.9,17-18
Manuel Akanji,Borussia Dortmund,6.9,17-18
Per Ciljan Skjelbred,Hertha BSC,6.9,17-18
Paul Verhaegh,VfL Wolfsburg,6.9,17-18
Frederik Sørensen,1. FC Köln,6.9,17-18
Andreas Beck,VfB Stuttgart,6.9,17-18
Marco Russ,Eintracht Frankfurt,6.89,17-18
Håvard Nordtveit,TSG Hoffenheim,6.89,17-18
Fin Bartels,SV Werder Bremen,6.89,17-18
Emiliano Insúa,VfB Stuttgart,6.89,17-18
Simon Falette,Eintracht Frankfurt,6.89,17-18
Julian Weigl,Borussia Dortmund,6.89,17-18
Ishak Belfodil,SV Werder Bremen,6.89,17-18
Maximilian Arnold,VfL Wolfsburg,6.89,17-18
Marco Fabián,Eintracht Frankfurt,6.89,17-18
Sebastian Langkamp,SV Werder Bremen,6.88,17-18
Yannick Gerhardt,VfL Wolfsburg,6.88,17-18
Bernardo,RB Leipzig,6.88,17-18
Fabian Frei,1. FSV Mainz 05,6.88,17-18
Ádám Szalai,TSG Hoffenheim,6.88,17-18
Josip Brekalo,VfL Wolfsburg,6.88,17-18
Christoph Kramer,Borussia M'gladbach,6.88,17-18
Stefan Bell,1. FSV Mainz 05,6.88,17-18
Mahmoud Dahoud,Borussia Dortmund,6.87,17-18
Felix Uduokhai,VfL Wolfsburg,6.87,17-18
Martin Harnik,Hannover 96,6.87,17-18
Jorge Meré,1. FC Köln,6.87,17-18
Marko Pjaca,FC Schalke 04,6.87,17-18
Vladimír Darida,Hertha BSC,6.87,17-18
Steven Zuber,TSG Hoffenheim,6.87,17-18
Yann Sommer,Borussia M'gladbach,6.87,17-18
Bruma,RB Leipzig,6.87,17-18
Raphaël Guerreiro,Borussia Dortmund,6.87,17-18
Gojko Kačar,FC Augsburg,6.87,17-18
Oscar Wendt,Borussia M'gladbach,6.86,17-18
Nico Elvedi,Borussia M'gladbach,6.86,17-18
Simon Terodde,1. FC Köln,6.86,17-18
Jeremy Toljan,Borussia Dortmund,6.86,17-18
René Adler,1. FSV Mainz 05,6.86,17-18
Yoshinori Muto,1. FSV Mainz 05,6.86,17-18
Andre Schürrle,Borussia Dortmund,6.86,17-18
Danny da Costa,Eintracht Frankfurt,6.85,17-18
Gonzalo Castro,Borussia Dortmund,6.85,17-18
Danny Blum,Eintracht Frankfurt,6.85,17-18
Jordan Torunarigha,Hertha BSC,6.85,17-18
Jonathan de Guzmán,Eintracht Frankfurt,6.85,17-18
Chris Führich,1. FC Köln,6.85,17-18
Amir Abrashi,SC Freiburg,6.85,17-18
Pavel Kadeřábek,TSG Hoffenheim,6.85,17-18
Dominique Heintz,1. FC Köln,6.85,17-18
Jean-Kévin Augustin,RB Leipzig,6.84,17-18
Marc Stendera,Eintracht Frankfurt,6.84,17-18
Rani Khedira,FC Augsburg,6.84,17-18
Karim Rekik,Hertha BSC,6.84,17-18
Tim Kleindienst,SC Freiburg,6.84,17-18
Jeffrey Bruma,VfL Wolfsburg,6.84,17-18
Manuel Gulde,SC Freiburg,6.84,17-18
Taleb Tawatha,Eintracht Frankfurt,6.83,17-18
Vincent Sierro,SC Freiburg,6.83,17-18
Kevin-Prince Boateng,Eintracht Frankfurt,6.83,17-18
Mijat Gaćinović,Eintracht Frankfurt,6.83,17-18
Sven Ulreich,FC Bayern München,6.83,17-18
Miloš Veljković,SV Werder Bremen,6.83,17-18
Luka Jović,Eintracht Frankfurt,6.82,17-18
Kevin Akpoguma,TSG Hoffenheim,6.82,17-18
Nico Schulz,TSG Hoffenheim,6.82,17-18
Emil Berggreen,1. FSV Mainz 05,6.82,17-18
Serhou Guirassy,1. FC Köln,6.82,17-18
Dominik Kohr,Bayer 04 Leverkusen,6.82,17-18
Yoric Ravet,SC Freiburg,6.82,17-18
Arne Maier,Hertha BSC,6.82,17-18
Yussuf Poulsen,RB Leipzig,6.82,17-18
Yunus Malli,VfL Wolfsburg,6.82,17-18
Marcin Kamiński,VfB Stuttgart,6.82,17-18
Robin Koch,SC Freiburg,6.81,17-18
Nadiem Amiri,TSG Hoffenheim,6.81,17-18
Giulio Donati,1. FSV Mainz 05,6.81,17-18
Salomon Kalou,Hertha BSC,6.81,17-18
Christian Pulišić,Borussia Dortmund,6.81,17-18
Juan Bernat,FC Bayern München,6.81,17-18
Mërgim Mavraj,Hamburger SV,6.81,17-18
Julian Schuster,SC Freiburg,6.81,17-18
Janik Haberer,SC Freiburg,6.8,17-18
Ralf Fährmann,FC Schalke 04,6.8,17-18
Marco Richter,FC Augsburg,6.8,17-18
Alexander Nübel,FC Schalke 04,6.8,17-18
Luca Caldirola,SV Werder Bremen,6.8,17-18
Florian Mayer,Borussia M'gladbach,6.8,17-18
Marvin Compper,RB Leipzig,6.8,17-18
Vasilije Janjičić,Hamburger SV,6.8,17-18
Stefan Posch,TSG Hoffenheim,6.8,17-18
Timo Horn,1. FC Köln,6.8,17-18
Theodor Gebre Selassie,SV Werder Bremen,6.8,17-18
Stefan Ilsanker,RB Leipzig,6.8,17-18
Marc-Oliver Kempf,SC Freiburg,6.79,17-18
Dennis Geiger,TSG Hoffenheim,6.79,17-18
Daniel Ginczek,VfB Stuttgart,6.79,17-18
Leonardo Bittencourt,1. FC Köln,6.79,17-18
Ibrahima Traoré,Borussia M'gladbach,6.79,17-18
Roman Bürki,Borussia Dortmund,6.78,17-18
Oliver Baumann,TSG Hoffenheim,6.78,17-18
Florian Hübner,Hannover 96,6.78,17-18
Albin Ekdal,Hamburger SV,6.78,17-18
Guido Burgstaller,FC Schalke 04,6.78,17-18
Vedad Ibišević,Hertha BSC,6.78,17-18
Denis Zakaria,Borussia M'gladbach,6.78,17-18
Matti Steinmann,Hamburger SV,6.78,17-18
Philipp Tschauner,Hannover 96,6.77,17-18
Salih Özcan,1. FC Köln,6.77,17-18
Lukas Kübler,SC Freiburg,6.77,17-18
Marcel Tisserand,VfL Wolfsburg,6.77,17-18
Valentino Lazaro,Hertha BSC,6.77,17-18
Mitchell Weiser,Hertha BSC,6.76,17-18
Julian Pollersbeck,Hamburger SV,6.76,17-18
Chadrac Akolo,VfB Stuttgart,6.76,17-18
Milot Rashica,SV Werder Bremen,6.76,17-18
Claudio Pizarro,1. FC Köln,6.75,17-18
László Bénes,Borussia M'gladbach,6.75,17-18
Çağlar Söyüncü,SC Freiburg,6.75,17-18
Ibrahima Konaté,RB Leipzig,6.75,17-18
Alexander Schwolow,SC Freiburg,6.75,17-18
Jonathan Schmid,FC Augsburg,6.74,17-18
Marcel Schmelzer,Borussia Dortmund,6.74,17-18
Robert Bauer,SV Werder Bremen,6.74,17-18
Tim Handwerker,1. FC Köln,6.74,17-18
Alexander Esswein,Hertha BSC,6.73,17-18
Lukáš Hrádecký,Eintracht Frankfurt,6.73,17-18
Matthias Lehmann,1. FC Köln,6.73,17-18
Gideon Jung,Hamburger SV,6.73,17-18
Walace,Hamburger SV,6.73,17-18
Gelson Fernandes,Eintracht Frankfurt,6.73,17-18
Konstantin Rausch,1. FC Köln,6.73,17-18
Koo Ja-Cheol,FC Augsburg,6.72,17-18
Julian Korb,Hannover 96,6.72,17-18
Josip Elez,Hannover 96,6.72,17-18
Alexandru Maxim,1. FSV Mainz 05,6.72,17-18
Bernd Leno,Bayer 04 Leverkusen,6.72,17-18
Marco Terrazzino,SC Freiburg,6.72,17-18
Maximilian Eggestein,SV Werder Bremen,6.72,17-18
Divock Origi,VfL Wolfsburg,6.71,17-18
Franco Di Santo,FC Schalke 04,6.71,17-18
Michaël Cuisance,Borussia M'gladbach,6.71,17-18
Yuya Osako,1. FC Köln,6.71,17-18
Florian Niederlechner,SC Freiburg,6.71,17-18
Rune Jarstein,Hertha BSC,6.71,17-18
Gotoku Sakai,Hamburger SV,6.71,17-18
Patrick Herrmann,Borussia M'gladbach,6.7,17-18
Robin Quaison,1. FSV Mainz 05,6.7,17-18
Nabil Bentaleb,FC Schalke 04,6.7,17-18
Josip Drmić,Borussia M'gladbach,6.7,17-18
Vincent Koziello,1. FC Köln,6.7,17-18
Levin Öztunali,1. FSV Mainz 05,6.7,17-18
Kwasi Okyere Wriedt,FC Bayern München,6.7,17-18
Stephan Ambrosius,Hamburger SV,6.7,17-18
Mohamed Gouaida,Hamburger SV,6.7,17-18
Daichi Kamada,Eintracht Frankfurt,6.7,17-18
Cedric Teuchert,FC Schalke 04,6.7,17-18
Florian Müller,1. FSV Mainz 05,6.7,17-18
Ailton,VfB Stuttgart,6.7,17-18
Jannes Horn,1. FC Köln,6.7,17-18
Leon Balogun,1. FSV Mainz 05,6.7,17-18
Dan-Axel Zagadou,Borussia Dortmund,6.69,17-18
Filip Kostić,Hamburger SV,6.69,17-18
Fabian Johnson,Borussia M'gladbach,6.69,17-18
Péter Gulácsi,RB Leipzig,6.68,17-18
Suat Serdar,1. FSV Mainz 05,6.68,17-18
Bartosz Kapustka,SC Freiburg,6.68,17-18
Dominik Kaiser,RB Leipzig,6.68,17-18
André Hahn,Hamburger SV,6.68,17-18
Paweł Olkowski,1. FC Köln,6.68,17-18
Aymen Barkok,Eintracht Frankfurt,6.68,17-18
Luca Waldschmidt,Hamburger SV,6.67,17-18
Mike Frantz,SC Freiburg,6.67,17-18
Sejad Salihović,Hamburger SV,6.67,17-18
Tin Jedvaj,Bayer 04 Leverkusen,6.67,17-18
Jakub Błaszczykowski,VfL Wolfsburg,6.67,17-18
Felix Passlack,TSG Hoffenheim,6.67,17-18
Robert Žulj,TSG Hoffenheim,6.66,17-18
Mathew Leckie,Hertha BSC,6.66,17-18
Simon Zoller,1. FC Köln,6.65,17-18
Charlison Benschop,Hannover 96,6.65,17-18
Jhon Córdoba,1. FC Köln,6.65,17-18
Konstantinos Stafylidis,FC Augsburg,6.65,17-18
Andreas Luthe,FC Augsburg,6.65,17-18
Franck Evina,FC Bayern München,6.65,17-18
Jan Morávek,FC Augsburg,6.65,17-18
Eugen Polański,TSG Hoffenheim,6.64,17-18
Sven Schipplock,Hamburger SV,6.64,17-18
Marco Höger,1. FC Köln,6.64,17-18
Jonas Hofmann,Borussia M'gladbach,6.64,17-18
Kenan Karaman,Hannover 96,6.64,17-18
Phillipp Ochs,TSG Hoffenheim,6.63,17-18
Ermin Bičakčić,TSG Hoffenheim,6.63,17-18
Robin Zentner,1. FSV Mainz 05,6.63,17-18
Benjamin Henrichs,Bayer 04 Leverkusen,6.63,17-18
Sergio Córdova,FC Augsburg,6.63,17-18
Gerrit Holtmann,1. FSV Mainz 05,6.63,17-18
Orel Mangala,VfB Stuttgart,6.63,17-18
Iver Fossum,Hannover 96,6.62,17-18
Lukas Rupp,TSG Hoffenheim,6.62,17-18
Joel Pohjanpalo,Bayer 04 Leverkusen,6.62,17-18
Lucas Höler,SC Freiburg,6.61,17-18
Nigel de Jong,1. FSV Mainz 05,6.61,17-18
Weston McKennie,FC Schalke 04,6.61,17-18
Aron Jóhansson,SV Werder Bremen,6.6,17-18
Oliver Sorg,Hannover 96,6.6,17-18
Marvin Bakalorz,Hannover 96,6.6,17-18
Pablo Insua,FC Schalke 04,6.6,17-18
Julio Villalba,Borussia M'gladbach,6.6,17-18
Kilian Jakob,FC Augsburg,6.6,17-18
Karim Guédé,SC Freiburg,6.6,17-18
Yann Bisseck,1. FC Köln,6.6,17-18
Marco Friedl,SV Werder Bremen,6.6,17-18
Alessandro Schöpf,FC Schalke 04,6.6,17-18
Christian Clemens,1. FC Köln,6.59,17-18
Riechedly Bazoer,VfL Wolfsburg,6.59,17-18
Breel Embolo,FC Schalke 04,6.59,17-18
Jann-Fiete Arp,Hamburger SV,6.59,17-18
Konrad Laimer,RB Leipzig,6.59,17-18
Genki Haraguchi,Hertha BSC,6.59,17-18
Anthony Ujah,1. FSV Mainz 05,6.59,17-18
Tatsuya Ito,Hamburger SV,6.58,17-18
Paul-Georges Ntep,VfL Wolfsburg,6.58,17-18
Tobias Sippel,Borussia M'gladbach,6.58,17-18
Gian-Luca Itter,VfL Wolfsburg,6.58,17-18
Takuma Asano,VfB Stuttgart,6.57,17-18
Philipp Lienhart,SC Freiburg,6.57,17-18
André Ramalho,Bayer 04 Leverkusen,6.57,17-18
Valentin Stocker,Hertha BSC,6.57,17-18
Rick Van Drongelen,Hamburger SV,6.57,17-18
Raúl Bobadilla,Borussia M'gladbach,6.56,17-18
Johannes Eggestein,SV Werder Bremen,6.56,17-18
Bobby Wood,Hamburger SV,6.55,17-18
Rafał Gikiewicz,SC Freiburg,6.55,17-18
Dong-Won Ji,FC Augsburg,6.55,17-18
Matthias Zimmermann,VfB Stuttgart,6.55,17-18
Viktor Fischer,1. FSV Mainz 05,6.55,17-18
Christian Mathenia,Hamburger SV,6.55,17-18
Landry Dimata,VfL Wolfsburg,6.55,17-18
Lukas Klünter,1. FC Köln,6.54,17-18
Ondrej Duda,Hertha BSC,6.54,17-18
Victor Osimhen,VfL Wolfsburg,6.54,17-18
Tony Jantschke,Borussia M'gladbach,6.54,17-18
Marcel Heller,FC Augsburg,6.53,17-18
Izet Hajrović,SV Werder Bremen,6.53,17-18
Alexander Isak,Borussia Dortmund,6.53,17-18
Yvon Mvogo,RB Leipzig,6.5,17-18
Ulisses Garcia,SV Werder Bremen,6.5,17-18
Nikolas Nartey,1. FC Köln,6.5,17-18
Meritan Shabani,FC Bayern München,6.5,17-18
Slobodan Medojević,Eintracht Frankfurt,6.5,17-18
Ole Käuper,SV Werder Bremen,6.5,17-18
Filip Kusić,1. FC Köln,6.5,17-18
Sebastian Jung,VfL Wolfsburg,6.5,17-18
Ryan Kent,SC Freiburg,6.5,17-18
Caleb Stanko,SC Freiburg,6.5,17-18
Karim Onisiwo,1. FSV Mainz 05,6.5,17-18
Kenan Kodro,1. FSV Mainz 05,6.5,17-18
Stefan Kießling,Bayer 04 Leverkusen,6.5,17-18
Florian Kath,SC Freiburg,6.49,17-18
Bakery Jatta,Hamburger SV,6.49,17-18
Jérôme Gondorf,SV Werder Bremen,6.48,17-18
Fabian Reese,FC Schalke 04,6.48,17-18
Branimir Hrgota,Eintracht Frankfurt,6.46,17-18
Palkó Dárdai,Hertha BSC,6.45,17-18
Birk Risa,1. FC Köln,6.45,17-18
Renato Steffen,VfL Wolfsburg,6.44,17-18
Noah Joel Sarenren Bazee,Hannover 96,6.43,17-18
Manuel Schmiedebach,Hannover 96,6.42,17-18
Anas Ouahim,1. FC Köln,6.4,17-18
Ramazan Özcan,Bayer 04 Leverkusen,6.4,17-18
Törles Knöll,Hamburger SV,6.4,17-18
Mandela Egbo,Borussia M'gladbach,6.4,17-18
Jairo Samperio,1. FSV Mainz 05,6.4,17-18
Michael Esser,Hannover 96,6.4,17-18
Sebastian Maier,Hannover 96,6.4,17-18
Shawn Parker,FC Augsburg,6.35,17-18
Ebenezer Ofori,VfB Stuttgart,6.3,17-18
Elvis Rexhbeçaj,VfL Wolfsburg,6.28,17-18
Julian Schieber,Hertha BSC,6.27,17-18
Josha Vagnoman,Hamburger SV,6.2,17-18
Mohamed Dräger,SC Freiburg,6.2,17-18
Jacob Bruun Larsen,VfB Stuttgart,6.18,17-18
Onur Bulut,SC Freiburg,6.1,17-18
Kaylen Hinds,VfL Wolfsburg,6.1,17-18
Dženis Burnić,VfB Stuttgart,6.1,17-18
Aleksandar Dragović,Bayer 04 Leverkusen,6.0,17-18
Marijan Ćavar,Eintracht Frankfurt,5.8,17-18
Christoph Janker,FC Augsburg,5.8,17-18
Roman Weidenfeller,Borussia Dortmund,5.5,17-18
Michael Zetterer,SV Werder Bremen,0.0,17-18
Anto Grgić,VfB Stuttgart,0.0,17-18
Coke,FC Schalke 04,0.0,17-18
Marcel Benger,Borussia M'gladbach,0.0,17-18
Sergio Gómez,Borussia Dortmund,0.0,17-18
Joshua Kimmich,FC Bayern München,7.66,18-19
Thiago Alcântara,FC Bayern München,7.54,18-19
Thorgan Hazard,Borussia M'gladbach,7.52,18-19
George Timotheou,FC Schalke 04,7.5,18-19
James Rodríguez,FC Bayern München,7.49,18-19
Robert Lewandowski,FC Bayern München,7.46,18-19
Frederik Rønnow,Eintracht Frankfurt,7.45,18-19
Kerem Demirbay,TSG Hoffenheim,7.43,18-19
Marcel Halstenberg,RB Leipzig,7.41,18-19
Max Kruse,SV Werder Bremen,7.41,18-19
Sébastien Haller,Eintracht Frankfurt,7.37,18-19
Edgar Prib,Hannover 96,7.37,18-19
Kevin Stöger,Fortuna Düsseldorf,7.35,18-19
Ishak Belfodil,TSG Hoffenheim,7.31,18-19
Jadon Sancho,Borussia Dortmund,7.28,18-19
Vincenzo Grifo,SC Freiburg,7.27,18-19
Thomas Müller,FC Bayern München,7.26,18-19
Ignacio Camacho,VfL Wolfsburg,7.25,18-19
Julian Brandt,Bayer 04 Leverkusen,7.24,18-19
Kevin Volland,Bayer 04 Leverkusen,7.23,18-19
Marco Reus,Borussia Dortmund,7.23,18-19
Kevin Kampl,RB Leipzig,7.23,18-19
Mats Hummels,FC Bayern München,7.23,18-19
Wout Weghorst,VfL Wolfsburg,7.22,18-19
Timo Werner,RB Leipzig,7.2,18-19
Kingsley Coman,FC Bayern München,7.2,18-19
Tyler Adams,RB Leipzig,7.19,18-19
Willi Orbán,RB Leipzig,7.19,18-19
Yussuf Poulsen,RB Leipzig,7.18,18-19
Kai Havertz,Bayer 04 Leverkusen,7.18,18-19
Maximilian Arnold,VfL Wolfsburg,7.18,18-19
Andrej Kramarić,TSG Hoffenheim,7.17,18-19
Thomas Delaney,Borussia Dortmund,7.16,18-19
Niklas Süle,FC Bayern München,7.15,18-19
David Alaba,FC Bayern München,7.15,18-19
Łukasz Piszczek,Borussia Dortmund,7.15,18-19
Axel Witsel,Borussia Dortmund,7.14,18-19
Luka Jović,Eintracht Frankfurt,7.14,18-19
Ihlas Bebou,Hannover 96,7.13,18-19
Jérôme Boateng,FC Bayern München,7.13,18-19
Raphaël Guerreiro,Borussia Dortmund,7.12,18-19
Jordan Beyer,Borussia M'gladbach,7.12,18-19
Milot Rashica,SV Werder Bremen,7.12,18-19
Daniel Caligiuri,FC Schalke 04,7.12,18-19
Lars Stindl,Borussia M'gladbach,7.12,18-19
Filip Kostić,Eintracht Frankfurt,7.11,18-19
Leon Bailey,Bayer 04 Leverkusen,7.11,18-19
Paco Alcácer,Borussia Dortmund,7.1,18-19
Serge Gnabry,FC Bayern München,7.1,18-19
