player,team,rating,season
Mason Greenwood,Manchester United,6.83,20-21
Percy Tau,Brighton &amp; Hove Albion,6.83,20-21
Darren Randolph,West Ham United,6.83,20-21
Christian Fuchs,Leicester City,6.83,20-21
Luka Milivojević,Crystal Palace,6.83,20-21
Gabriel Martinelli,Arsenal,6.83,20-21
Allan,Everton,6.83,20-21
Isaac Hayden,Newcastle United,6.83,20-21
Fabián Balbuena,West Ham United,6.83,20-21
Pablo Fornals,West Ham United,6.83,20-21
Jack Robinson,Sheffield United,6.83,20-21
Matthew Lowton,Burnley,6.83,20-21
Joelinton,Newcastle United,6.83,20-21
Joe Willock,Newcastle United,6.83,20-21
Neal Maupay,Brighton &amp; Hove Albion,6.82,20-21
Keinan Davis,Aston Villa,6.82,20-21
Dan Burn,Brighton &amp; Hove Albion,6.82,20-21
Mason Holgate,Everton,6.82,20-21
Nathan Aké,Manchester City,6.82,20-21
Christian Pulišić,Chelsea,6.82,20-21
Çağlar Söyüncü,Leicester City,6.82,20-21
James Milner,Liverpool,6.82,20-21
David Luiz,Arsenal,6.82,20-21
Angelo Ogbonna,West Ham United,6.81,20-21
Jan Bednarek,Southampton,6.81,20-21
Mohammed Salisu,Southampton,6.81,20-21
Anthony Martial,Manchester United,6.8,20-21
Ciaran Clark,Newcastle United,6.8,20-21
Danny Welbeck,Brighton &amp; Hove Albion,6.8,20-21
Juan Mata,Manchester United,6.8,20-21
Gary Cahill,Crystal Palace,6.8,20-21
Islam Slimani,Leicester City,6.8,20-21
John Ruddy,Wolverhampton,6.8,20-21
Jonjoe Kenny,Everton,6.8,20-21
Davinson Sánchez,Tottenham Hotspur,6.8,20-21
Mateusz Klich,Leeds United,6.8,20-21
Chris Wood,Burnley,6.8,20-21
Oliver McBurnie,Sheffield United,6.8,20-21
Nathan Redmond,Southampton,6.79,20-21
Edward Nketiah,Arsenal,6.79,20-21
Benjamin White,Brighton &amp; Hove Albion,6.79,20-21
Kyle Walker-Peters,Southampton,6.79,20-21
Kasper Schmeichel,Leicester City,6.79,20-21
Mahmoud Trézéguet,Aston Villa,6.79,20-21
Giovani Lo Celso,Tottenham Hotspur,6.78,20-21
Adam Lallana,Brighton &amp; Hove Albion,6.78,20-21
Séamus Coleman,Everton,6.78,20-21
Ashley Barnes,Burnley,6.78,20-21
Georginio Wijnaldum,Liverpool,6.78,20-21
Ozan Kabak,Liverpool,6.78,20-21
Willian José,Wolverhampton,6.78,20-21
Joe Bryan,Fulham,6.78,20-21
Owen Otasowie,Wolverhampton,6.78,20-21
Olivier Giroud,Chelsea,6.77,20-21
Miguel Almirón,Newcastle United,6.77,20-21
Bernard,Everton,6.77,20-21
Bernardo,Brighton &amp; Hove Albion,6.77,20-21
Axel Tuanzebe,Manchester United,6.77,20-21
Alireza Jahanbakhsh,Brighton &amp; Hove Albion,6.76,20-21
Tyler Roberts,Leeds United,6.76,20-21
Ben Osborn,Sheffield United,6.76,20-21
David De Gea,Manchester United,6.76,20-21
Stuart Armstrong,Southampton,6.76,20-21
Timo Werner,Chelsea,6.76,20-21
Paul Dummett,Newcastle United,6.76,20-21
Rui Patrício,Wolverhampton,6.76,20-21
Matt Doherty,Tottenham Hotspur,6.76,20-21
Ola Aina,Fulham,6.75,20-21
Tom Davies,Everton,6.75,20-21
Ezgjan Alioski,Leeds United,6.75,20-21
Cheikhou Kouyaté,Crystal Palace,6.75,20-21
Ryan Fredericks,West Ham United,6.75,20-21
Pablo Hernández,Leeds United,6.75,20-21
Maxime Le Marchand,Fulham,6.75,20-21
Rekeem Harper,West Bromwich Albion,6.75,20-21
Alex McCarthy,Southampton,6.75,20-21
Josh Maja,Fulham,6.75,20-21
John Egan,Sheffield United,6.75,20-21
Charlie Taylor,Burnley,6.74,20-21
Alex Iwobi,Everton,6.74,20-21
Tim Ream,Fulham,6.74,20-21
Ivan Cavaleiro,Fulham,6.74,20-21
Conor Gallagher,West Bromwich Albion,6.74,20-21
Morgan Gibbs-White,Wolverhampton,6.74,20-21
Scott Dann,Crystal Palace,6.74,20-21
Curtis Jones,Liverpool,6.74,20-21
Kean Bryan,Sheffield United,6.74,20-21
Robert Snodgrass,West Bromwich Albion,6.74,20-21
Sergio Reguilón,Tottenham Hotspur,6.74,20-21
Manuel Lanzini,West Ham United,6.74,20-21
Alexis Mac Allister,Brighton &amp; Hove Albion,6.74,20-21
Jacob Murphy,Newcastle United,6.73,20-21
Callum Robinson,West Bromwich Albion,6.73,20-21
Darnell Furlong,West Bromwich Albion,6.73,20-21
Ben Davies,Tottenham Hotspur,6.73,20-21
Eric Bailly,Manchester United,6.73,20-21
Andy Carroll,Newcastle United,6.72,20-21
Kai Havertz,Chelsea,6.72,20-21
Daniel Amartey,Leicester City,6.72,20-21
Japhet Tanganga,Tottenham Hotspur,6.72,20-21
John Fleck,Sheffield United,6.72,20-21
Cengiz Ünder,Leicester City,6.71,20-21
Jack Stephens,Southampton,6.71,20-21
Bobby Decordova-Reid,Fulham,6.71,20-21
Filip Krovinović,West Bromwich Albion,6.71,20-21
Ben Johnson,West Ham United,6.71,20-21
Vicente Guaita,Crystal Palace,6.71,20-21
Ayoze Pérez,Leicester City,6.71,20-21
Vitinha,Wolverhampton,6.7,20-21
Sead Kolašinac,Arsenal,6.7,20-21
Demarai Gray,Leicester City,6.7,20-21
David Button,West Bromwich Albion,6.7,20-21
Jack O'Connell,Sheffield United,6.7,20-21
Mbaye Diagne,West Bromwich Albion,6.69,20-21
Daniel James,Manchester United,6.69,20-21
Benjamin Mendy,Manchester City,6.69,20-21
Naby Keïta,Liverpool,6.69,20-21
Fabian Delph,Everton,6.69,20-21
Mohamed Elneny,Arsenal,6.69,20-21
Carlos Vinícius,Tottenham Hotspur,6.69,20-21
Lucas Moura,Tottenham Hotspur,6.69,20-21
Jaïro Riedewald,Crystal Palace,6.68,20-21
Patrick van Aanholt,Crystal Palace,6.68,20-21
Virgil van Dijk,Liverpool,6.68,20-21
Max Lowe,Sheffield United,6.68,20-21
Sander Berge,Sheffield United,6.67,20-21
Nampalys Mendy,Leicester City,6.67,20-21
Donny van de Beek,Manchester United,6.67,20-21
Dennis Praet,Leicester City,6.67,20-21
Matěj Vydra,Burnley,6.67,20-21
Fábio Silva,Wolverhampton,6.67,20-21
Saïd Benrahma,West Ham United,6.67,20-21
Luke Thomas,Leicester City,6.66,20-21
James McCarthy,Crystal Palace,6.66,20-21
Ryan Bertrand,Southampton,6.66,20-21
Neco Williams,Liverpool,6.66,20-21
Harry Winks,Tottenham Hotspur,6.66,20-21
Robbie Brady,Burnley,6.66,20-21
Sean Longstaff,Newcastle United,6.66,20-21
Jonny Otto,Wolverhampton,6.66,20-21
Morgan Sanson,Aston Villa,6.66,20-21
Dele Alli,Tottenham Hotspur,6.65,20-21
Marçal,Wolverhampton,6.65,20-21
Jóhann Guðmundsson,Burnley,6.65,20-21
Reiss Nelson,Arsenal,6.65,20-21
Erik Lamela,Tottenham Hotspur,6.65,20-21
Enda Stevens,Sheffield United,6.65,20-21
Jay Rodriguez,Burnley,6.64,20-21
Dale Stephens,Burnley,6.64,20-21
Ruben Loftus-Cheek,Fulham,6.64,20-21
Fabian Schär,Newcastle United,6.64,20-21
Billy Gilmour,Chelsea,6.64,20-21
Rayan Aït Nouri,Wolverhampton,6.64,20-21
Jordan Ayew,Crystal Palace,6.63,20-21
Will Smallbone,Southampton,6.63,20-21
Theo Walcott,Southampton,6.63,20-21
Jack Cork,Burnley,6.63,20-21
Moussa Sissoko,Tottenham Hotspur,6.63,20-21
Joel Ward,Crystal Palace,6.63,20-21
Kevin Long,Burnley,6.63,20-21
Dara O'Shea,West Bromwich Albion,6.63,20-21
Aaron Connolly,Brighton &amp; Hove Albion,6.62,20-21
Mark Noble,West Ham United,6.62,20-21
Mathew Ryan,Arsenal,6.62,20-21
Ian Carlo Poveda,Leeds United,6.62,20-21
Steven Alzate,Brighton &amp; Hove Albion,6.62,20-21
Matthew Longstaff,Newcastle United,6.62,20-21
Emil Krafth,Newcastle United,6.62,20-21
Alex Oxlade-Chamberlain,Liverpool,6.62,20-21
DeAndre Yedlin,Newcastle United,6.62,20-21
Jean-Philippe Mateta,Crystal Palace,6.61,20-21
Billy Sharp,Sheffield United,6.61,20-21
Michy Batshuayi,Crystal Palace,6.61,20-21
Erik Pieters,Burnley,6.61,20-21
Dwight Gayle,Newcastle United,6.61,20-21
Ainsley Maitland-Niles,West Bromwich Albion,6.6,20-21
Daniel Jebbison,Sheffield United,6.6,20-21
Amad Diallo,Manchester United,6.6,20-21
Ricardo Pereira,Leicester City,6.6,20-21
Iliman Ndiaye,Sheffield United,6.6,20-21
José Izquierdo,Brighton &amp; Hove Albion,6.6,20-21
Antwoine Hackford,Sheffield United,6.6,20-21
Sidnei Tavares,Leicester City,6.6,20-21
Shkodran Mustafi,Arsenal,6.6,20-21
Kyle Edwards,West Bromwich Albion,6.6,20-21
Joe Gomez,Liverpool,6.6,20-21
Rhian Brewster,Sheffield United,6.6,20-21
Jeffrey Schlupp,Crystal Palace,6.6,20-21
Semi Ajayi,West Bromwich Albion,6.59,20-21
George Baldock,Sheffield United,6.59,20-21
Andriy Yarmolenko,West Ham United,6.59,20-21
Oliver Burke,Sheffield United,6.58,20-21
Davy Pröpper,Brighton &amp; Hove Albion,6.58,20-21
Jamie Shackleton,Leeds United,6.58,20-21
Javier Manquillo,Newcastle United,6.58,20-21
Jeff Hendrick,Newcastle United,6.58,20-21
Arthur Masuaku,West Ham United,6.58,20-21
André Gomes,Everton,6.58,20-21
Lee Peltier,West Bromwich Albion,6.58,20-21
Andi Zeqiri,Brighton &amp; Hove Albion,6.58,20-21
Moussa Djenepo,Southampton,6.57,20-21
Matt Phillips,West Bromwich Albion,6.57,20-21
Ki-Jana Hoever,Wolverhampton,6.56,20-21
James Tomkins,Crystal Palace,6.56,20-21
Steven Bergwijn,Tottenham Hotspur,6.56,20-21
Jacob Ramsey,Aston Villa,6.55,20-21
Carney Chukwuemeka,Aston Villa,6.55,20-21
Emerson Palmieri,Chelsea,6.55,20-21
Patrick Cutrone,Wolverhampton,6.55,20-21
Wes Morgan,Leicester City,6.55,20-21
Nathan Tella,Southampton,6.54,20-21
John Lundstram,Sheffield United,6.54,20-21
Dan N'Lundulu,Southampton,6.54,20-21
Nathaniel Clyne,Crystal Palace,6.54,20-21
Karlan Grant,West Bromwich Albion,6.54,20-21
Jayden Bogle,Sheffield United,6.54,20-21
Caleb Watts,Southampton,6.53,20-21
Branislav Ivanović,West Bromwich Albion,6.53,20-21
Takumi Minamino,Southampton,6.53,20-21
Kieran Gibbs,West Bromwich Albion,6.53,20-21
Jakub Moder,Brighton &amp; Hove Albion,6.53,20-21
Charlie Austin,West Bromwich Albion,6.52,20-21
Shane Long,Southampton,6.52,20-21
Hal Robson-Kanu,West Bromwich Albion,6.52,20-21
Kepa Arrizabalaga,Chelsea,6.51,20-21
Hamza Choudhury,Leicester City,6.51,20-21
Joshua King,Everton,6.51,20-21
Ibrahima Diallo,Southampton,6.51,20-21
Scott Carson,Manchester City,6.5,20-21
Liam Delap,Manchester City,6.5,20-21
Niall Huggins,Leeds United,6.5,20-21
Shola Shoretire,Manchester United,6.5,20-21
Anthony Gordon,Everton,6.5,20-21
Phil Bardsley,Burnley,6.5,20-21
Eric García,Manchester City,6.5,20-21
Divock Origi,Liverpool,6.5,20-21
Jamal Lewis,Newcastle United,6.48,20-21
Jake Livermore,West Bromwich Albion,6.48,20-21
Grady Diangana,West Bromwich Albion,6.48,20-21
Michael Obafemi,Southampton,6.48,20-21
Neeskens Kebano,Fulham,6.48,20-21
Romaine Sawyers,West Bromwich Albion,6.47,20-21
Kamil Grosicki,West Bromwich Albion,6.47,20-21
Hélder Costa,Leeds United,6.46,20-21
Joshua Onomah,Fulham,6.46,20-21
Joel Mumbongo,Burnley,6.43,20-21
Cenk Tosun,Everton,6.43,20-21
Mamadou Sakho,Crystal Palace,6.43,20-21
Cédric Soares,Arsenal,6.41,20-21
Hannibal Mejbri,Manchester United,6.4,20-21
Zack Steffen,Manchester City,6.4,20-21
Jean-Philippe Gbamin,Everton,6.4,20-21
Reda Khadra,Brighton &amp; Hove Albion,6.4,20-21
Thakgalo Khanya Leshabela,Leicester City,6.4,20-21
Konstantinos Tsimikas,Liverpool,6.4,20-21
Wesley Moraes,Aston Villa,6.4,20-21
Brandon Williams,Manchester United,6.4,20-21
Lys Mousset,Sheffield United,6.38,20-21
Phil Jagielka,Sheffield United,6.38,20-21
Aboubakar Kamara,Fulham,6.36,20-21
Rúben Vinagre,Wolverhampton,6.35,20-21
Adrián,Liverpool,6.33,20-21
Michael Hector,Fulham,6.33,20-21
Jack Butland,Crystal Palace,6.3,20-21
Moise Kean,Everton,6.3,20-21
Marek Rodák,Fulham,6.3,20-21
Niels Nkounkou,Everton,6.3,20-21
Denis Odoi,Fulham,6.27,20-21
Tyrese Francois,Fulham,6.2,20-21
Neil Taylor,Aston Villa,6.2,20-21
Leif Davis,Leeds United,6.2,20-21
Odion Ighalo,Manchester United,6.1,20-21
Oskar Buur,Wolverhampton,6.1,20-21
Jake Vokins,Southampton,6.1,20-21
Josh Benson,Burnley,6.07,20-21
Will Norris,Burnley,6.05,20-21
Yan Valery,Southampton,6.03,20-21
Bailey Peacock-Farrell,Burnley,5.98,20-21
Willy Caballero,Chelsea,5.7,20-21
Allan Tchaptchet,Southampton,5.7,20-21
Kayne Ramsay,Southampton,5.5,20-21
Alexandre Jankewitz,Southampton,4.95,20-21
Jaden Philogene-Bidace,Aston Villa,0.0,20-21
Dane Scarlett,Tottenham Hotspur,0.0,20-21
Elliot Anderson,Newcastle United,0.0,20-21
William Fish,Manchester United,0.0,20-21
Nathan Broadhead,Everton,0.0,20-21
Jayson Molumby,Brighton &amp; Hove Albion,0.0,20-21
Martin Kelly,Crystal Palace,0.0,20-21
Femi Seriki,Sheffield United,0.0,20-21
Felipe Anderson,West Ham United,0.0,20-21
Lewis Richardson,Burnley,0.0,20-21
Kevin De Bruyne,Manchester City,7.78,21-22
Trent Alexander-Arnold,Liverpool,7.65,21-22
Christian Eriksen,Brentford,7.54,21-22
Heung-min Son,Tottenham Hotspur,7.5,21-22
Kenedy,Chelsea,7.5,21-22
Mason Mount,Chelsea,7.43,21-22
Reece James,Chelsea,7.4,21-22
Kristoffer Klaesson,Leeds United,7.4,21-22
Mohamed Salah,Liverpool,7.39,21-22
Kieran Trippier,Newcastle United,7.38,21-22
Rodri,Manchester City,7.38,21-22
Harry Kane,Tottenham Hotspur,7.38,21-22
Andrew Robertson,Liverpool,7.36,21-22
Joël Matip,Liverpool,7.35,21-22
Ben Chilwell,Chelsea,7.35,21-22
İlkay Gündoğan,Manchester City,7.33,21-22
João Cancelo,Manchester City,7.33,21-22
Thiago Silva,Chelsea,7.32,21-22
James Maddison,Leicester City,7.32,21-22
Ivan Toney,Brentford,7.31,21-22
Phil Foden,Manchester City,7.3,21-22
Zack Steffen,Manchester City,7.3,21-22
John McGinn,Aston Villa,7.29,21-22
Riyad Mahrez,Manchester City,7.28,21-22
Kepa Arrizabalaga,Chelsea,7.28,21-22
James Ward-Prowse,Southampton,7.27,21-22
Cristiano Ronaldo,Manchester United,7.26,21-22
Virgil van Dijk,Liverpool,7.26,21-22
Bruno Fernandes,Manchester United,7.26,21-22
Bruno Guimarães,Newcastle United,7.25,21-22
Rodrigo Bentancur,Tottenham Hotspur,7.24,21-22
Luis Díaz,Liverpool,7.23,21-22
Trevoh Chalobah,Chelsea,7.23,21-22
Ferran Torres,Manchester City,7.23,21-22
Sadio Mané,Liverpool,7.22,21-22
Dejan Kulusevski,Tottenham Hotspur,7.21,21-22
Neco Williams,Liverpool,7.2,21-22
Danny Ward,Leicester City,7.2,21-22
Mateo Kovačić,Chelsea,7.2,21-22
Declan Rice,West Ham United,7.19,21-22
Pierre-Emile Højbjerg,Tottenham Hotspur,7.19,21-22
Gabriel Jesus,Manchester City,7.18,21-22
Konstantinos Tsimikas,Liverpool,7.17,21-22
Pascal Groß,Brighton &amp; Hove Albion,7.17,21-22
John Stones,Manchester City,7.16,21-22
Bernardo Silva,Manchester City,7.16,21-22
James Tarkowski,Burnley,7.15,21-22
Cristian Romero,Tottenham Hotspur,7.15,21-22
Shane Duffy,Brighton &amp; Hove Albion,7.13,21-22
Thiago Alcântara,Liverpool,7.13,21-22
Aymeric Laporte,Manchester City,7.12,21-22
Jamie Vardy,Leicester City,7.12,21-22
N'Golo Kanté,Chelsea,7.12,21-22
Marc Cucurella,Brighton &amp; Hove Albion,7.11,21-22
Alisson,Liverpool,7.11,21-22
Rúben Neves,Wolverhampton,7.11,21-22
Antonio Rüdiger,Chelsea,7.11,21-22
Rúben Dias,Manchester City,7.1,21-22
Marcos Alonso,Chelsea,7.1,21-22
Finley Stevens,Brentford,7.1,21-22
Caoimhin Kelleher,Liverpool,7.1,21-22
Leandro Trossard,Brighton &amp; Hove Albion,7.1,21-22
José Sá,Wolverhampton,7.09,21-22
Philippe Coutinho,Aston Villa,7.09,21-22
Jordan Henderson,Liverpool,7.09,21-22
Hakim Ziyech,Chelsea,7.09,21-22
Jarrod Bowen,West Ham United,7.09,21-22
Youri Tielemans,Leicester City,7.08,21-22
Nathan Collins,Burnley,7.08,21-22
Jorginho,Chelsea,7.08,21-22
Conor Gallagher,Crystal Palace,7.08,21-22
Nathan Aké,Manchester City,7.08,21-22
Davinson Sánchez,Tottenham Hotspur,7.08,21-22
Christian Nørgaard,Brentford,7.07,21-22
Oleksandr Zinchenko,Manchester City,7.07,21-22
Ben Mee,Burnley,7.07,21-22
Jack Grealish,Manchester City,7.07,21-22
Yves Bissouma,Brighton &amp; Hove Albion,7.07,21-22
Matt Doherty,Tottenham Hotspur,7.06,21-22
Ross Barkley,Chelsea,7.05,21-22
Adama Traoré,Wolverhampton,7.05,21-22
Raheem Sterling,Manchester City,7.05,21-22
Diogo Jota,Liverpool,7.05,21-22
Bukayo Saka,Arsenal,7.04,21-22
James Milner,Liverpool,7.04,21-22
Naby Keïta,Liverpool,7.04,21-22
Moisés Caicedo,Brighton &amp; Hove Albion,7.04,21-22
Marc Guéhi,Crystal Palace,7.03,21-22
Max Kilman,Wolverhampton,7.03,21-22
Mason Greenwood,Manchester United,7.03,21-22
Dwight McNeil,Burnley,7.03,21-22
Gabriel Magalhães,Arsenal,7.02,21-22
Richarlison,Everton,7.02,21-22
Josh Brownhill,Burnley,7.02,21-22
Andreas Christensen,Chelsea,7.02,21-22
Eric Dier,Tottenham Hotspur,7.01,21-22
David Raya,Brentford,7.01,21-22
Martin Ødegaard,Arsenal,7.01,21-22
Aaron Cresswell,West Ham United,7.01,21-22
Ethan Pinnock,Brentford,7.01,21-22
Lucas Moura,Tottenham Hotspur,7.0,21-22
Erik Pieters,Burnley,7.0,21-22
Liam Delap,Manchester City,7.0,21-22
Thomas Partey,Arsenal,7.0,21-22
Diogo Dalot,Manchester United,7.0,21-22
Roberto Firmino,Liverpool,7.0,21-22
Lewis Dunk,Brighton &amp; Hove Albion,6.99,21-22
Fred,Manchester United,6.99,21-22
Ibrahima Konaté,Liverpool,6.99,21-22
Conor Coady,Wolverhampton,6.99,21-22
Oriol Romeu,Southampton,6.99,21-22
Nick Pope,Burnley,6.99,21-22
Alexis Mac Allister,Brighton &amp; Hove Albion,6.99,21-22
Liam Cooper,Leeds United,6.99,21-22
Chiquinho,Wolverhampton,6.98,21-22
Hugo Lloris,Tottenham Hotspur,6.98,21-22
Wilfried Zaha,Crystal Palace,6.98,21-22
Alex Telles,Manchester United,6.98,21-22
Dan Burn,Newcastle United,6.98,21-22
Michail Antonio,West Ham United,6.98,21-22
Curtis Jones,Liverpool,6.98,21-22
Romain Saïss,Wolverhampton,6.97,21-22
Romelu Lukaku,Chelsea,6.97,21-22
Wesley Fofana,Leicester City,6.97,21-22
Kyle Walker,Manchester City,6.97,21-22
Raphaël Varane,Manchester United,6.97,21-22
Vicente Guaita,Crystal Palace,6.97,21-22
Raphinha,Leeds United,6.97,21-22
Tomáš Souček,West Ham United,6.97,21-22
César Azpilicueta,Chelsea,6.96,21-22
Matt Targett,Newcastle United,6.96,21-22
João Moutinho,Wolverhampton,6.96,21-22
Fabinho,Liverpool,6.96,21-22
Andros Townsend,Everton,6.96,21-22
Vitaly Janelt,Brentford,6.95,21-22
Pablo Marí,Arsenal,6.95,21-22
Emiliano Buendía,Aston Villa,6.95,21-22
Jonny Evans,Leicester City,6.95,21-22
Daniel Podence,Wolverhampton,6.95,21-22
Kurt Zouma,West Ham United,6.95,21-22
Alexandre Lacazette,Arsenal,6.94,21-22
Lucas Digne,Aston Villa,6.94,21-22
Dominic Calvert-Lewin,Everton,6.94,21-22
Marçal,Wolverhampton,6.94,21-22
Craig Dawson,West Ham United,6.94,21-22
Allan Saint-Maximin,Newcastle United,6.94,21-22
Joe Gomez,Liverpool,6.94,21-22
Matty Cash,Aston Villa,6.94,21-22
Ruben Loftus-Cheek,Chelsea,6.94,21-22
Pablo Fornals,West Ham United,6.94,21-22
Jan Bednarek,Southampton,6.94,21-22
Demarai Gray,Everton,6.94,21-22
Benjamin White,Arsenal,6.93,21-22
Divock Origi,Liverpool,6.93,21-22
Charlie Goode,Brentford,6.93,21-22
Wilfred Ndidi,Leicester City,6.93,21-22
Grant Hanley,Norwich City,6.93,21-22
Kasper Schmeichel,Leicester City,6.93,21-22
Gabriel Martinelli,Arsenal,6.93,21-22
Jonjo Shelvey,Newcastle United,6.93,21-22
James McArthur,Crystal Palace,6.93,21-22
Albert Sambi Lokonga,Arsenal,6.93,21-22
Kieran Tierney,Arsenal,6.93,21-22
Aaron Ramsdale,Arsenal,6.92,21-22
Mohammed Salisu,Southampton,6.92,21-22
Joël Veltman,Brighton &amp; Hove Albion,6.92,21-22
Sergio Reguilón,Tottenham Hotspur,6.92,21-22
Paul Pogba,Manchester United,6.92,21-22
Robert Sánchez,Brighton &amp; Hove Albion,6.92,21-22
Joachim Andersen,Crystal Palace,6.92,21-22
Emile Smith Rowe,Arsenal,6.92,21-22
Takumi Minamino,Liverpool,6.91,21-22
Adam Webster,Brighton &amp; Hove Albion,6.91,21-22
Harry Maguire,Manchester United,6.91,21-22
Michael Olise,Crystal Palace,6.91,21-22
Scott McTominay,Manchester United,6.91,21-22
Saïd Benrahma,West Ham United,6.91,21-22
Nemanja Matić,Manchester United,6.91,21-22
Callum Hudson-Odoi,Chelsea,6.91,21-22
Tyrone Mings,Aston Villa,6.91,21-22
Łukasz Fabiański,West Ham United,6.91,21-22
Fernandinho,Manchester City,6.91,21-22
Aaron Wan-Bissaka,Manchester United,6.91,21-22
Ederson,Manchester City,6.9,21-22
Fabian Schär,Newcastle United,6.9,21-22
Rayan Aït Nouri,Wolverhampton,6.9,21-22
Calum Chambers,Aston Villa,6.9,21-22
Asmir Begović,Everton,6.9,21-22
Toti Gomes,Wolverhampton,6.9,21-22
Luke Cundle,Wolverhampton,6.9,21-22
Malang Sarr,Chelsea,6.9,21-22
Ollie Watkins,Aston Villa,6.9,21-22
Stuart Dallas,Leeds United,6.9,21-22
Michael Keane,Everton,6.9,21-22
Connor Roberts,Burnley,6.9,21-22
Fraser Forster,Southampton,6.89,21-22
Ben Johnson,West Ham United,6.89,21-22
Anthony Gordon,Everton,6.89,21-22
Ricardo Pereira,Leicester City,6.89,21-22
Takehiro Tomiyasu,Arsenal,6.89,21-22
Patrick Bamford,Leeds United,6.89,21-22
Edouard Mendy,Chelsea,6.89,21-22
Douglas Luiz,Aston Villa,6.89,21-22
Manuel Lanzini,West Ham United,6.88,21-22
Harvey Elliott,Liverpool,6.88,21-22
David De Gea,Manchester United,6.88,21-22
Luke Shaw,Manchester United,6.88,21-22
Ben Davies,Tottenham Hotspur,6.88,21-22
Emerson Royal,Tottenham Hotspur,6.88,21-22
Martin Dúbravka,Newcastle United,6.88,21-22
Phil Jones,Manchester United,6.88,21-22
Tyrick Mitchell,Crystal Palace,6.87,21-22
Granit Xhaka,Arsenal,6.87,21-22
Jordan Pickford,Everton,6.87,21-22
Illan Meslier,Leeds United,6.87,21-22
Ashley Westwood,Burnley,6.87,21-22
Bryan Mbeumo,Brentford,6.87,21-22
Solly March,Brighton &amp; Hove Albion,6.86,21-22
Çağlar Söyüncü,Leicester City,6.86,21-22
Ryan Fraser,Newcastle United,6.86,21-22
Fabian Delph,Everton,6.86,21-22
Cédric Soares,Arsenal,6.86,21-22
Jacob Ramsey,Aston Villa,6.86,21-22
Alex Oxlade-Chamberlain,Liverpool,6.86,21-22
Pierre-Emerick Aubameyang,Arsenal,6.86,21-22
Pontus Jansson,Brentford,6.86,21-22
Che Adams,Southampton,6.85,21-22
Charlie Taylor,Burnley,6.85,21-22
Abdoulaye Doucouré,Everton,6.85,21-22
Kyle Walker-Peters,Southampton,6.85,21-22
Valentino Livramento,Southampton,6.85,21-22
Cheikhou Kouyaté,Crystal Palace,6.85,21-22
Vitaliy Mykolenko,Everton,6.85,21-22
Kalvin Phillips,Leeds United,6.85,21-22
Kristoffer Ajer,Brentford,6.84,21-22
Harry Winks,Tottenham Hotspur,6.84,21-22
Hamza Choudhury,Leicester City,6.84,21-22
Maxwel Cornet,Burnley,6.84,21-22
Timothy Castagne,Leicester City,6.84,21-22
Yerry Mina,Everton,6.84,21-22
Edward Nketiah,Arsenal,6.84,21-22
João Pedro,Watford,6.84,21-22
Diego Llorente,Leeds United,6.84,21-22
Jeffrey Schlupp,Crystal Palace,6.84,21-22
Emiliano Martínez,Aston Villa,6.83,21-22
Hassane Kamara,Watford,6.83,21-22
Kai Havertz,Chelsea,6.83,21-22
Matthew Lowton,Burnley,6.83,21-22
Callum Wilson,Newcastle United,6.83,21-22
Luka Milivojević,Crystal Palace,6.83,21-22
James Tomkins,Crystal Palace,6.83,21-22
Emil Krafth,Newcastle United,6.83,21-22
Imrân Louza,Watford,6.83,21-22
Yoane Wissa,Brentford,6.82,21-22
Mohamed Elneny,Arsenal,6.82,21-22
Christian Benteke,Crystal Palace,6.82,21-22
Andrew Omobamidele,Norwich City,6.82,21-22
Will Hughes,Crystal Palace,6.82,21-22
Nathan Redmond,Southampton,6.82,21-22
Kortney Hause,Aston Villa,6.82,21-22
Billy Gilmour,Norwich City,6.82,21-22
Álvaro Fernández,Brentford,6.82,21-22
Jadon Sancho,Manchester United,6.81,21-22
Oliver Skipp,Tottenham Hotspur,6.81,21-22
Odsonne Édouard,Crystal Palace,6.81,21-22
Jonny Otto,Wolverhampton,6.81,21-22
Kelechi Iheanacho,Leicester City,6.8,21-22
Danny Ings,Aston Villa,6.8,21-22
Neal Maupay,Brighton &amp; Hove Albion,6.8,21-22
Emmanuel Dennis,Watford,6.8,21-22
Kiernan Dewsbury-Hall,Leicester City,6.8,21-22
Tariqe Fosu-Henry,Brentford,6.8,21-22
Leo Fuhr Hjelde,Leeds United,6.8,21-22
Tim Iroegbunam,Aston Villa,6.8,21-22
Rodrigo,Leeds United,6.8,21-22
Francisco Trincão,Wolverhampton,6.8,21-22
Rob Holding,Arsenal,6.79,21-22
Cucho Hernández,Watford,6.79,21-22
Saman Ghoddos,Brentford,6.79,21-22
Danny Welbeck,Brighton &amp; Hove Albion,6.79,21-22
Harvey Barnes,Leicester City,6.79,21-22
Joelinton,Newcastle United,6.79,21-22
Arthur Masuaku,West Ham United,6.78,21-22
Nathaniel Clyne,Crystal Palace,6.78,21-22
Enock Mwepu,Brighton &amp; Hove Albion,6.78,21-22
Adam Idah,Norwich City,6.78,21-22
Wout Weghorst,Burnley,6.78,21-22
Vladimír Coufal,West Ham United,6.77,21-22
Jean-Philippe Mateta,Crystal Palace,6.77,21-22
Federico Fernández,Newcastle United,6.77,21-22
Daniel Amartey,Leicester City,6.77,21-22
Jordan Ayew,Crystal Palace,6.77,21-22
